All Cities,,,,,,
,,,,,,
Potter Valley,7.625%,Mendocino,,,,
Poway*,8.000%,San Diego,,,,
Prather,8.225%,Fresno,,,,
Presidio (San Francisco*),8.750%,San Francisco,,,,
Presidio of Monterey (Monterey*),7.500%,Monterey,,,,
Priest Valley,7.500%,Monterey,,,,
Princeton,7.500%,Colusa,,,,
Proberta,7.500%,Tehama,,,,
Project City,7.500%,Shasta,,,,
Prunedale,7.500%,Monterey,,,,
Pt. Dume,9.000%,Los Angeles,,,,
Pulga,7.500%,Butte,,,,
Pumpkin Center,7.500%,Kern,,,,
Quail Valley,8.000%,Riverside,,,,
Quartz Hill,9.000%,Los Angeles,,,,
Quincy,7.500%,Plumas,,,,
Rackerby,7.500%,Yuba,,,,
Rail Road Flat,7.500%,Calaveras,,,,
Rainbow,8.000%,San Diego,,,,
Raisin City,8.225%,Fresno,,,,
Ramona,8.000%,San Diego,,,,
Ranchita,8.000%,San Diego,,,,
Rancho Bernardo (San Diego*),8.000%,San Diego,,,,
Rancho California,8.000%,Riverside,,,,
Rancho Cordova* ,8.000%,Sacramento,,,,
Rancho Cucamonga*,8.000%,San Bernardino,,,,
Rancho Dominguez,9.000%,Los Angeles,,,,
Rancho Mirage*,8.000%,Riverside,,,,
Rancho Murieta,8.000%,Sacramento,,,,
Rancho Palos Verdes*,9.000%,Los Angeles,,,,
Rancho Park (Los Angeles*),9.000%,Los Angeles,,,,
Rancho Santa Fe,8.000%,San Diego,,,,
Rancho Santa Margarita*,8.000%,Orange,,,,
Randsburg,7.500%,Kern,,,,
Ravendale,7.500%,Lassen,,,,
Ravenna,9.000%,Los Angeles,,,,
Raymond,8.000%,Madera,,,,
Red Bluff*,7.500%,Tehama,,,,
Red Mountain,8.000%,San Bernardino,,,,
Red Top,8.000%,Madera,,,,
Redcrest,7.500%,Humboldt,,,,
Redding*,7.500%,Shasta,,,,
Redlands*,8.000%,San Bernardino,,,,
Redondo Beach*,9.000%,Los Angeles,,,,
Redway,7.500%,Humboldt,,,,
Redwood City*,9.000%,San Mateo,,,,
Redwood Estates,8.750%,Santa Clara,,,,
Redwood Valley,7.625%,Mendocino,,,,
Reedley*,8.725%,Fresno,,,,
Refugio Beach,8.000%,Santa Barbara,,,,
Represa (Folsom Prison),8.000%,Sacramento,,,,
Requa,7.500%,Del Norte,,,,
Rescue,7.500%,El Dorado,,,,
Reseda (Los Angeles*),9.000%,Los Angeles,,,,
Rheem Valley (Moraga*),8.500%,Contra Costa,,,,
Rialto*,8.000%,San Bernardino,,,,
Richardson Grove,7.500%,Humboldt,,,,
Richardson Springs,7.500%,Butte,,,,
Richfield,7.500%,Tehama,,,,
Richgrove,8.000%,Tulare,,,,
Richmond*,9.000%,Contra Costa,,,,
Richvale,7.500%,Butte,,,,
Ridgecrest*,8.250%,Kern,,,,
Rimforest,8.000%,San Bernardino,,,,
Rimpau (Los Angeles*),9.000%,Los Angeles,,,,
Rio Bravo (Bakersfield*),7.500%,Kern,,,,
Rio Del Mar,8.250%,Santa Cruz,,,,
Rio Dell*,7.500%,Humboldt,,,,
Rio Linda,8.000%,Sacramento,,,,
Rio Nido,8.250%,Sonoma,,,,
Rio Oso,7.500%,Sutter,,,,
Rio Vista*,8.375%,Solano,,,,
Ripley,8.000%,Riverside,,,,
Ripon*,8.000%,San Joaquin,,,,
River Pines,8.000%,Amador,,,,
Riverbank*,7.625%,Stanislaus,,,,
Riverdale,8.225%,Fresno,,,,
Riverside*,8.000%,Riverside,,,,
Robbins,7.500%,Sutter,,,,
Rocklin*,7.500%,Placer,,,,
Rodeo,8.500%,Contra Costa,,,,
Rohnert Park*,8.750%,Sonoma,,,,
Rohnerville,7.500%,Humboldt,,,,
Rolling Hills Estates*,9.000%,Los Angeles,,,,
Rolling Hills*,9.000%,Los Angeles,,,,
Romoland,8.000%,Riverside,,,,
Rosamond,7.500%,Kern,,,,
Rose Bowl (Pasadena*),9.000%,Los Angeles,,,,
Roseland,8.250%,Sonoma,,,,
Rosemead*,9.000%,Los Angeles,,,,
Roseville*,7.500%,Placer,,,,
Ross*,8.500%,Marin,,,,
Rossmoor,8.000%,Orange,,,,
Rough and Ready,7.625%,Nevada,,,,
Round Mountain,7.500%,Shasta,,,,
Rowland Heights,9.000%,Los Angeles,,,,
Royal Oaks,7.500%,Monterey,,,,
Rubidoux,8.000%,Riverside,,,,
Ruby Valley,7.500%,Humboldt,,,,
Rumsey,7.500%,Yolo,,,,
Running Springs,8.000%,San Bernardino,,,,
Ruth,7.500%,Trinity,,,,
Rutherford,8.000%,Napa,,,,
Ryde,8.000%,Sacramento,,,,
Sacramento*,8.500%,Sacramento,,,,
Saint Helena*,8.000%,Napa,,,,
Salida,7.625%,Stanislaus,,,,
Salinas*,8.000%,Monterey,,,,
Salton City,8.000%,Imperial,,,,
Salyer,7.500%,Trinity,,,,
Samoa,7.500%,Humboldt,,,,
San Andreas,7.500%,Calaveras,,,,
San Anselmo*,9.000%,Marin,,,,
San Ardo,7.500%,Monterey,,,,
San Benito,7.500%,San Benito,,,,
San Bernardino*,8.250%,San Bernardino,,,,
San Bruno*,9.000%,San Mateo,,,,
San Carlos (San Diego*),8.000%,San Diego,,,,
San Carlos*,9.000%,San Mateo,,,,
San Clemente*,8.000%,Orange,,,,
San Diego*,8.000%,San Diego,,,,
San Dimas*,9.000%,Los Angeles,,,,
San Fernando*,9.500%,Los Angeles,,,,
San Francisco*,8.750%,San Francisco,,,,
San Gabriel*,9.000%,Los Angeles,,,,
San Geronimo,8.500%,Marin,,,,
San Gregorio,9.000%,San Mateo,,,,
San Jacinto*,8.000%,Riverside,,,,
San Joaquin*,8.225%,Fresno,,,,
San Jose*,8.750%,Santa Clara,,,,
San Juan Bautista*,8.250%,San Benito,,,,
San Juan Capistrano*,8.000%,Orange,,,,
San Juan Plaza (San Juan Capistrano*),8.000%,Orange,,,,
San Leandro*,9.250%,Alameda,,,,
San Lorenzo,9.000%,Alameda,,,,
San Lucas,7.500%,Monterey,,,,
San Luis Obispo*,8.000%,San Luis Obispo,,,,
San Luis Rey (Oceanside*),8.000%,San Diego,,,,
San Marcos*,8.000%,San Diego,,,,
San Marino*,9.000%,Los Angeles,,,,
San Martin,8.750%,Santa Clara,,,,
San Mateo*,9.250%,San Mateo,,,,
San Miguel,7.500%,San Luis Obispo,,,,
San Pablo*,9.000%,Contra Costa,,,,
San Pedro (Los Angeles*),9.000%,Los Angeles,,,,
San Quentin,8.500%,Marin,,,,
San Rafael*,9.250%,Marin,,,,
San Ramon*,8.500%,Contra Costa,,,,
San Simeon,7.500%,San Luis Obispo,,,,
San Tomas,8.750%,Santa Clara,,,,
San Ysidro (San Diego*),8.000%,San Diego,,,,
Sand City*,8.000%,Monterey,,,,
Sanger*,8.975%,Fresno,,,,
Santa Ana*,8.000%,Orange,,,,
Santa Barbara*,8.000%,Santa Barbara,,,,
Santa Clara*,8.750%,Santa Clara,,,,
Santa Clarita*,9.000%,Los Angeles,,,,
Santa Cruz*,8.750%,Santa Cruz,,,,
Santa Fe Springs*,9.000%,Los Angeles,,,,
Santa Margarita,7.500%,San Luis Obispo,,,,
Santa Maria*,8.250%,Santa Barbara,,,,
Santa Monica*,9.500%,Los Angeles,,,,
Santa Nella,7.500%,Merced,,,,
Santa Paula*,7.500%,Ventura,,,,
Santa Rita Park,7.500%,Merced,,,,
Santa Rosa*,8.750%,Sonoma,,,,
Santa Rosa Valley,7.500%,Ventura,,,,
Santa Ynez,8.000%,Santa Barbara,,,,
Santa Ysabel,8.000%,San Diego,,,,
Santee*,8.000%,San Diego,,,,
Saratoga*,8.750%,Santa Clara,,,,
Saticoy,7.500%,Ventura,,,,
Sattley,7.500%,Sierra,,,,
Saugus (Santa Clarita*),9.000%,Los Angeles,,,,
Sausalito*,8.500%,Marin,,,,
Sawtelle (Los Angeles*),9.000%,Los Angeles,,,,
Sawyers Bar,7.500%,Siskiyou,,,,
Scotia,7.500%,Humboldt,,,,
Scott Bar,7.500%,Siskiyou,,,,
Scotts Valley*,8.750%,Santa Cruz,,,,
Sea Ranch,8.250%,Sonoma,,,,
Seabright (Santa Cruz*),8.750%,Santa Cruz,,,,
Seal Beach*,8.000%,Orange,,,,
Seaside*,8.500%,Monterey,,,,
Sebastopol*,9.000%,Sonoma,,,,
Seeley,8.000%,Imperial,,,,
Seiad Valley,7.500%,Siskiyou,,,,
Selby,8.500%,Contra Costa,,,,
Selma*,8.725%,Fresno,,,,
Seminole Hot Springs,9.000%,Los Angeles,,,,
Sepulveda (Los Angeles*),9.000%,Los Angeles,,,,
Sequoia National Park,8.000%,Tulare,,,,
Shafter*,7.500%,Kern,,,,
Shandon,7.500%,San Luis Obispo,,,,
Sharpe Army Depot,8.000%,San Joaquin,,,,
Shasta,7.500%,Shasta,,,,
Shasta Lake*,7.500%,Shasta,,,,
Shaver Lake,8.225%,Fresno,,,,
Sheepranch,7.500%,Calaveras,,,,
Shell Beach (Pismo Beach*),8.000%,San Luis Obispo,,,,
Sheridan,7.500%,Placer,,,,
Sherman Island,8.000%,Sacramento,,,,
Sherman Oaks (Los Angeles*),9.000%,Los Angeles,,,,
Sherwin Plaza,7.500%,Mono,,,,
Shingle Springs,7.500%,El Dorado,,,,
Shingletown,7.500%,Shasta,,,,
Shively,7.500%,Humboldt,,,,
Shore Acres,8.500%,Contra Costa,,,,
Shoshone,8.000%,Inyo,,,,
Sierra City,7.500%,Sierra,,,,
Sierra Madre*,9.000%,Los Angeles,,,,
Sierraville,7.500%,Sierra,,,,
Signal Hill*,9.000%,Los Angeles,,,,
Silver Lake,8.000%,Amador,,,,
Silverado Canyon,8.000%,Orange,,,,
Simi Valley*,7.500%,Ventura,,,,
Sisquoc,8.000%,Santa Barbara,,,,
Sites,7.500%,Colusa,,,,
Sky Valley,8.000%,Riverside,,,,
Skyforest,8.000%,San Bernardino,,,,
Sleepy Valley,9.000%,Los Angeles,,,,
Sloat,7.500%,Plumas,,,,
Sloughhouse,8.000%,Sacramento,,,,
Smartsville,7.500%,Yuba,,,,
Smith River,7.500%,Del Norte,,,,
Smithflat,7.500%,El Dorado,,,,
Smoke Tree (Palm Springs*),9.000%,Riverside,,,,
Smoke Tree (Twentynine Palms*),8.000%,San Bernardino,,,,
Snelling,7.500%,Merced,,,,
Soda Springs,7.625%,Nevada,,,,
Solana Beach*,8.000%,San Diego,,,,
Soledad*,8.500%,Monterey,,,,
Solemint,9.000%,Los Angeles,,,,
Solvang*,8.000%,Santa Barbara,,,,
Somerset,7.500%,El Dorado,,,,
Somes Bar,7.500%,Siskiyou,,,,
Somis,7.500%,Ventura,,,,
Sonoma*,8.750%,Sonoma,,,,
Sonora*,8.000%,Tuolumne,,,,
Soquel,8.250%,Santa Cruz,,,,
Soulsbyville,7.500%,Tuolumne,,,,
South Dos Palos,7.500%,Merced,,,,
South El Monte*,9.500%,Los Angeles,,,,
South Fork,7.500%,Humboldt,,,,
South Gate*,10.000%,Los Angeles,,,,
South Laguna (Laguna Beach*),8.000%,Orange,,,,
South Lake Tahoe*,8.000%,El Dorado,,,,
South Pasadena*,9.000%,Los Angeles,,,,
South San Francisco*,9.000%,San Mateo,,,,
South Shore (Alameda*),9.000%,Alameda,,,,
South Whittier,9.000%,Los Angeles,,,,
Spanish Flat,8.000%,Napa,,,,
Spreckels,7.500%,Monterey,,,,
Spring Garden,7.500%,Plumas,,,,
Spring Valley,8.000%,San Diego,,,,
Springville,8.000%,Tulare,,,,
Spyrock,7.625%,Mendocino,,,,
Squaw Valley,8.225%,Fresno,,,,
St. Helena*,8.000%,Napa,,,,
Standard,7.500%,Tuolumne,,,,
Standish,7.500%,Lassen,,,,
Stanford,8.750%,Santa Clara,,,,
Stanislaus,7.500%,Tuolumne,,,,
Stanton*,8.000%,Orange,,,,
Steele Park,8.000%,Napa,,,,
Stevenson Ranch,9.000%,Los Angeles,,,,
Stevinson,7.500%,Merced,,,,
Stewarts Point,8.250%,Sonoma,,,,
Stinson Beach,8.500%,Marin,,,,
Stirling City,7.500%,Butte,,,,
Stockton*,9.000%,San Joaquin,,,,
Stonyford,7.500%,Colusa,,,,
Storrie,7.500%,Plumas,,,,
Stratford,7.500%,Kings,,,,
Strathmore,8.000%,Tulare,,,,
Strawberry,7.500%,Tuolumne,,,,
Strawberry Valley,7.500%,Yuba,,,,
Studio City (Los Angeles*),9.000%,Los Angeles,,,,
Sugarloaf,8.000%,San Bernardino,,,,
Suisun City*,7.625%,Solano,,,,
Sulphur Springs,9.000%,Los Angeles,,,,
Sultana,8.000%,Tulare,,,,
Summerland,8.000%,Santa Barbara,,,,
Summit,8.000%,San Bernardino,,,,
Summit City,7.500%,Shasta,,,,
Sun City,8.000%,Riverside,,,,
Sun Valley (Los Angeles*),9.000%,Los Angeles,,,,
Sunland (Los Angeles*),9.000%,Los Angeles,,,,
Sunnymead (Moreno Valley*),8.000%,Riverside,,,,
Sunnyside,8.000%,San Diego,,,,
Sunnyvale*,8.750%,Santa Clara,,,,
Sunol,9.000%,Alameda,,,,
Sunset Beach,8.000%,Orange,,,,
Sunset Whitney Ranch,7.500%,Placer,,,,
Surfside (Seal Beach*),8.000%,Orange,,,,
Susanville*,7.500%,Lassen,,,,
Sutter,7.500%,Sutter,,,,
Sutter Creek*,8.000%,Amador,,,,
Swall Meadows (Bishop*),8.000%,Inyo,,,,
Sylmar (Los Angeles*),9.000%,Los Angeles,,,,
Taft*,7.500%,Kern,,,,
Tagus Ranch,8.000%,Tulare,,,,
Tahoe City,7.500%,Placer,,,,
Tahoe Paradise,7.500%,El Dorado,,,,
Tahoe Valley,7.500%,El Dorado,,,,
Tahoe Vista,7.500%,Placer,,,,
Tahoma,7.500%,Placer,,,,
Talmage,7.625%,Mendocino,,,,
Tamal (San Quentin),8.500%,Marin,,,,
Tarzana (Los Angeles*),9.000%,Los Angeles,,,,
Taylorsville,7.500%,Plumas,,,,
Tecate,8.000%,San Diego,,,,
Tecopa,8.000%,Inyo,,,,
Tehachapi*,7.500%,Kern,,,,
Tehama*,7.500%,Tehama,,,,
Temecula*,8.000%,Riverside,,,,
Temple City*,9.000%,Los Angeles,,,,
Templeton,7.500%,San Luis Obispo,,,,
Terminal Island (Los Angeles*),9.000%,Los Angeles,,,,
Termo,7.500%,Lassen,,,,
Terra Bella,8.000%,Tulare,,,,
Thermal,8.000%,Riverside,,,,
Thornton,8.000%,San Joaquin,,,,
Thousand Oaks*,7.500%,Ventura,,,,
Thousand Palms,8.000%,Riverside,,,,
Three Rivers,8.000%,Tulare,,,,
Tiburon*,8.500%,Marin,,,,
Tierra Del Sol,8.000%,San Diego,,,,
Tierrasanta (San Diego*),8.000%,San Diego,,,,
Tipton,8.000%,Tulare,,,,
Tollhouse,8.225%,Fresno,,,,
Toluca Lake (Los Angeles*),9.000%,Los Angeles,,,,
Tomales,8.500%,Marin,,,,
Toms Place,7.500%,Mono,,,,
Topanga (Los Angeles*),9.000%,Los Angeles,,,,
Topanga Park (Los Angeles*),9.000%,Los Angeles,,,,
Topaz,7.500%,Mono,,,,
Torrance*,9.000%,Los Angeles,,,,
Town Center,8.000%,Tulare,,,,
Trabuco Canyon,8.000%,Orange,,,,
Tracy*,8.500%,San Joaquin,,,,
Tranquillity,8.225%,Fresno,,,,
Traver,8.000%,Tulare,,,,
Travis A.F.B. (Fairfield*),8.625%,Solano,,,,
Tres Pinos,7.500%,San Benito,,,,
Trinidad*,8.250%,Humboldt,,,,
Trinity Center,7.500%,Trinity,,,,
Trona,8.000%,San Bernardino,,,,
Trowbridge,7.500%,Sutter,,,,
Truckee*,8.125%,Nevada,,,,
Tujunga (Los Angeles*),9.000%,Los Angeles,,,,
Tulare*,8.500%,Tulare,,,,
Tulelake*,7.500%,Siskiyou,,,,
Tuolumne,7.500%,Tuolumne,,,,
Tuolumne Meadows,8.000%,Mariposa,,,,
Tupman,7.500%,Kern,,,,
Turlock*,7.625%,Stanislaus,,,,
Tustin*,8.000%,Orange,,,,
Twain,7.500%,Plumas,,,,
Twain Harte,7.500%,Tuolumne,,,,
Twentynine Palms*,8.000%,San Bernardino,,,,
Twin Bridges,7.500%,El Dorado,,,,
Twin Peaks,8.000%,San Bernardino,,,,
Two Rock Coast Guard Station,8.250%,Sonoma,,,,
U.S. Naval Postgrad School (Monterey*),7.500%,Monterey,,,,
Ukiah*,8.125%,Mendocino,,,,
Union City*,9.500%,Alameda,,,,
Universal City,9.000%,Los Angeles,,,,
University,8.000%,Santa Barbara,,,,
University Park (Irvine*),8.000%,Orange,,,,
Upland*,8.000%,San Bernardino,,,,
Upper Lake/ Upper Lake Valley,7.500%,Lake,,,,
Vacaville*,7.875%,Solano,,,,
Val Verde Park,9.000%,Los Angeles,,,,
Valencia (Santa Clarita*),9.000%,Los Angeles,,,,
Valinda,9.000%,Los Angeles,,,,
Vallecito,7.500%,Calaveras,,,,
Vallejo*,8.625%,Solano,,,,
Valley Center,8.000%,San Diego,,,,
Valley Fair,8.750%,Santa Clara,,,,
Valley Ford,8.250%,Sonoma,,,,
Valley Home,7.625%,Stanislaus,,,,
Valley Springs,7.500%,Calaveras,,,,
Valley Village,9.000%,Los Angeles,,,,
Valyermo,9.000%,Los Angeles,,,,
Van Nuys (Los Angeles*),9.000%,Los Angeles,,,,
Vandenberg A.F.B,8.000%,Santa Barbara,,,,
Vasquez Rocks,9.000%,Los Angeles,,,,
Venice (Los Angeles*),9.000%,Los Angeles,,,,
Ventucopa,8.000%,Santa Barbara,,,,
Ventura*,7.500%,Ventura,,,,
Verdugo City (Glendale*),9.000%,Los Angeles,,,,
Vernalis,8.000%,San Joaquin,,,,
Vernon*,9.000%,Los Angeles,,,,
Veteran's Hospital (Los Angeles*),9.000%,Los Angeles,,,,
Victor,8.000%,San Joaquin,,,,
Victorville*,8.000%,San Bernardino,,,,
Vidal,8.000%,San Bernardino,,,,
View Park,9.000%,Los Angeles,,,,
Villa Grande,8.250%,Sonoma,,,,
Villa Park*,8.000%,Orange,,,,
Vina,7.500%,Tehama,,,,
Vincent,9.000%,Los Angeles,,,,
Vineburg,8.250%,Sonoma,,,,
Vinton,7.500%,Plumas,,,,
Virgilia,7.500%,Plumas,,,,
Visalia*,8.250%,Tulare,,,,
Vista Park,7.500%,Kern,,,,
Vista*,8.500%,San Diego,,,,
Volcano,8.000%,Amador,,,,
Volta,7.500%,Merced,,,,
Wallace,7.500%,Calaveras,,,,
Walnut Creek*,8.500%,Contra Costa,,,,
Walnut Grove,8.000%,Sacramento,,,,
Walnut Park,9.000%,Los Angeles,,,,
Walnut*,9.000%,Los Angeles,,,,
Warm Springs (Fremont*),9.000%,Alameda,,,,
Warner Springs,8.000%,San Diego,,,,
Wasco*,7.500%,Kern,,,,
Waterford*,7.625%,Stanislaus,,,,
Watsonville*,8.500%,Santa Cruz,,,,
Watts,9.000%,Los Angeles,,,,
Waukena,8.000%,Tulare,,,,
Wawona,8.000%,Mariposa,,,,
Weaverville,7.500%,Trinity,,,,
Weed*,7.500%,Siskiyou,,,,
Weimar,7.500%,Placer,,,,
Weldon,7.500%,Kern,,,,
Wendel,7.500%,Lassen,,,,
Weott,7.500%,Humboldt,,,,
West Covina*,9.000%,Los Angeles,,,,
West Hills (Los Angeles*),9.000%,Los Angeles,,,,
West Hollywood*,9.000%,Los Angeles,,,,
West Los Angeles (Los Angeles*),9.000%,Los Angeles,,,,
West Pittsburg,8.500%,Contra Costa,,,,
West Point,7.500%,Calaveras,,,,
West Sacramento*,8.000%,Yolo,,,,
Westchester (Los Angeles*),9.000%,Los Angeles,,,,
Westend,8.000%,San Bernardino,,,,
Westhaven,7.500%,Humboldt,,,,
Westlake (Los Angeles*),9.000%,Los Angeles,,,,
Westlake Village (Thousand Oaks*),7.500%,Ventura,,,,
Westlake Village*,9.000%,Los Angeles,,,,
Westley,7.625%,Stanislaus,,,,
Westminster*,8.000%,Orange,,,,
Westmorland*,8.000%,Imperial,,,,
Westport,7.625%,Mendocino,,,,
Westside,7.625%,Stanislaus,,,,
Westwood,7.500%,Lassen,,,,
Westwood (Los Angeles*),9.000%,Los Angeles,,,,
Wheatland*,8.000%,Yuba,,,,
Wheeler Ridge,7.500%,Kern,,,,
Whiskeytown,7.500%,Shasta,,,,
Whispering Pines,7.500%,Lake,,,,
White Pines,7.500%,Calaveras,,,,
Whitethorn,7.500%,Humboldt,,,,
Whitewater,8.000%,Riverside,,,,
Whitlow,7.500%,Humboldt,,,,
Whitmore,7.500%,Shasta,,,,
Whittier*,9.000%,Los Angeles,,,,
Wildomar*,8.000%,Riverside,,,,
Wildwood,7.500%,Shasta,,,,
Williams*,8.000%,Colusa,,,,
Willits*,8.125%,Mendocino,,,,
Willow Creek,7.500%,Humboldt,,,,
Willow Ranch,7.500%,Modoc,,,,
Willowbrook,9.000%,Los Angeles,,,,
Willows*,7.500%,Glenn,,,,
Wilmington (Los Angeles*),9.000%,Los Angeles,,,,
Wilseyville,7.500%,Calaveras,,,,
Wilsona Gardens,9.000%,Los Angeles,,,,
Wilton,8.000%,Sacramento,,,,
Winchester,8.000%,Riverside,,,,
Windsor Hills,9.000%,Los Angeles,,,,
Windsor*,8.250%,Sonoma,,,,
Winnetka (Los Angeles*),9.000%,Los Angeles,,,,
Winterhaven,8.000%,Imperial,,,,
Winters*,7.500%,Yolo,,,,
Winton,7.500%,Merced,,,,
Wishon,8.000%,Madera,,,,
Witter Springs,7.500%,Lake,,,,
Wofford Heights,7.500%,Kern,,,,
Woodacre,8.500%,Marin,,,,
Woodbridge,8.000%,San Joaquin,,,,
Woodfords,7.500%,Alpine,,,,
Woodlake*,8.000%,Tulare,,,,
Woodland*,8.250%,Yolo,,,,
Woodland Hills (Los Angeles*),9.000%,Los Angeles,,,,
Woodleaf,7.500%,Yuba,,,,
Woodside*,9.000%,San Mateo,,,,
Woodville,8.000%,Tulare,,,,
Woody,7.500%,Kern,,,,
Wrightwood,8.000%,San Bernardino,,,,
Yankee Hill,7.500%,Butte,,,,
Yermo,8.000%,San Bernardino,,,,
Yettem,8.000%,Tulare,,,,
Yolo,7.500%,Yolo,,,,
Yorba Linda*,8.000%,Orange,,,,
Yorkville,7.625%,Mendocino,,,,
Yosemite Lodge,8.000%,Mariposa,,,,
Yosemite National Park,8.000%,Mariposa,,,,
Yountville*,8.000%,Napa,,,,
Yreka*,7.500%,Siskiyou,,,,
Yuba City*,7.500%,Sutter,,,,
Yucaipa*,8.000%,San Bernardino,,,,
Yucca Valley*,8.000%,San Bernardino,,,,
Zamora,7.500%,Yolo,,,,
Zenia,7.500%,Trinity,,,,
